congress,start_date,chamber,state_abbrev,party_code,bioname,bioguide_id,birthday,cmltv_cong,cmltv_chamber,age_days,age_years,generation
86,1/3/1959,Senate,MD,200,"BEALL, James Glenn",B000271,1894-06-05,9,4,23587,64.57768652,Lost
87,1/3/1961,Senate,MD,200,"BEALL, James Glenn",B000271,1894-06-05,10,5,24318,66.57905544,Lost
88,1/3/1963,Senate,MD,200,"BEALL, James Glenn",B000271,1894-06-05,11,6,25048,68.57768652,Lost
91,1/3/1969,House,MD,200,"BEALL, John Glenn, Jr.",B000272,6/19/1927,1,1,15174,41.54414784,Greatest
92,1/3/1971,Senate,MD,200,"BEALL, John Glenn, Jr.",B000272,6/19/1927,2,1,15904,43.54277892,Greatest
93,1/3/1973,Senate,MD,200,"BEALL, John Glenn, Jr.",B000272,6/19/1927,3,2,16635,45.54414784,Greatest
94,1/3/1975,Senate,MD,200,"BEALL, John Glenn, Jr.",B000272,6/19/1927,4,3,17365,47.54277892,Greatest
72,3/4/1931,House,IL,100,"BEAM, Harry Peter",B000274,1892-11-23,1,1,13979,38.27241615,Lost
73,3/4/1933,House,IL,100,"BEAM, Harry Peter",B000274,1892-11-23,2,2,14710,40.27378508,Lost
74,1/3/1935,House,IL,100,"BEAM, Harry Peter",B000274,1892-11-23,3,3,15380,42.10814511,Lost
75,1/3/1937,House,IL,100,"BEAM, Harry Peter",B000274,1892-11-23,4,4,16111,44.10951403,Lost
76,1/3/1939,House,IL,100,"BEAM, Harry Peter",B000274,1892-11-23,5,5,16841,46.10814511,Lost
77,1/3/1941,House,IL,100,"BEAM, Harry Peter",B000274,1892-11-23,6,6,17572,48.10951403,Lost
82,1/3/1951,House,IN,200,"BEAMER, John Valentine",B000276,1896-11-17,1,1,19769,54.12457221,Lost
83,1/3/1953,House,IN,200,"BEAMER, John Valentine",B000276,1896-11-17,2,2,20500,56.12594114,Lost
84,1/3/1955,House,IN,200,"BEAMER, John Valentine",B000276,1896-11-17,3,3,21230,58.12457221,Lost
85,1/3/1957,House,IN,200,"BEAMER, John Valentine",B000276,1896-11-17,4,4,21961,60.12594114,Lost
94,1/3/1975,House,RI,100,"BEARD, Edward Peter",B000279,1/20/1940,1,1,12767,34.954141,Silent
95,1/3/1977,House,RI,100,"BEARD, Edward Peter",B000279,1/20/1940,2,2,13498,36.95550992,Silent
96,1/3/1979,House,RI,100,"BEARD, Edward Peter",B000279,1/20/1940,3,3,14228,38.954141,Silent
93,1/3/1973,House,TN,200,"BEARD, Robin Leo, Jr.",B000280,8/21/1939,1,1,12189,33.37166324,Silent
94,1/3/1975,House,TN,200,"BEARD, Robin Leo, Jr.",B000280,8/21/1939,2,2,12919,35.37029432,Silent
95,1/3/1977,House,TN,200,"BEARD, Robin Leo, Jr.",B000280,8/21/1939,3,3,13650,37.37166324,Silent
96,1/3/1979,House,TN,200,"BEARD, Robin Leo, Jr.",B000280,8/21/1939,4,4,14380,39.37029432,Silent
97,1/3/1981,House,TN,200,"BEARD, Robin Leo, Jr.",B000280,8/21/1939,5,5,15111,41.37166324,Silent
103,1/3/1993,House,CA,100,"BECERRA, Xavier",B000287,1/26/1958,1,1,12761,34.93771389,Boomers
104,1/3/1995,House,CA,100,"BECERRA, Xavier",B000287,1/26/1958,2,2,13491,36.93634497,Boomers
105,1/3/1997,House,CA,100,"BECERRA, Xavier",B000287,1/26/1958,3,3,14222,38.93771389,Boomers
106,1/3/1999,House,CA,100,"BECERRA, Xavier",B000287,1/26/1958,4,4,14952,40.93634497,Boomers
107,1/3/2001,House,CA,100,"BECERRA, Xavier",B000287,1/26/1958,5,5,15683,42.93771389,Boomers
108,1/3/2003,House,CA,100,"BECERRA, Xavier",B000287,1/26/1958,6,6,16413,44.93634497,Boomers
109,1/3/2005,House,CA,100,"BECERRA, Xavier",B000287,1/26/1958,7,7,17144,46.93771389,Boomers
110,1/3/2007,House,CA,100,"BECERRA, Xavier",B000287,1/26/1958,8,8,17874,48.93634497,Boomers
111,1/3/2009,House,CA,100,"BECERRA, Xavier",B000287,1/26/1958,9,9,18605,50.93771389,Boomers
112,1/3/2011,House,CA,100,"BECERRA, Xavier",B000287,1/26/1958,10,10,19335,52.93634497,Boomers
113,1/3/2013,House,CA,100,"BECERRA, Xavier",B000287,1/26/1958,11,11,20066,54.93771389,Boomers
114,1/3/2015,House,CA,100,"BECERRA, Xavier",B000287,1/26/1958,12,12,20796,56.93634497,Boomers
115,1/3/2017,House,CA,100,"BECERRA, Xavier",B000287,1/26/1958,13,13,21527,58.93771389,Boomers
70,3/4/1927,House,PA,200,"BECK, James Montgomery",B000290,1861-07-09,1,1,23978,65.64818617,Missionary
71,3/4/1929,House,PA,200,"BECK, James Montgomery",B000290,1861-07-09,2,2,24709,67.6495551,Missionary
72,3/4/1931,House,PA,200,"BECK, James Montgomery",B000290,1861-07-09,3,3,25439,69.64818617,Missionary
73,3/4/1933,House,PA,200,"BECK, James Montgomery",B000290,1861-07-09,4,4,26170,71.6495551,Missionary
67,3/4/1921,House,WI,200,"BECK, Joseph David",B000291,1866-03-14,1,1,20078,54.9705681,Missionary
68,3/4/1923,House,WI,200,"BECK, Joseph David",B000291,1866-03-14,2,2,20808,56.96919918,Missionary
69,3/4/1925,House,WI,200,"BECK, Joseph David",B000291,1866-03-14,3,3,21539,58.9705681,Missionary
70,3/4/1927,House,WI,200,"BECK, Joseph David",B000291,1866-03-14,4,4,22269,60.96919918,Missionary
83,1/3/1953,House,NY,200,"BECKER, Frank John",B000292,1899-08-27,1,1,19487,53.35249829,Lost
84,1/3/1955,House,NY,200,"BECKER, Frank John",B000292,1899-08-27,2,2,20217,55.35112936,Lost
85,1/3/1957,House,NY,200,"BECKER, Frank John",B000292,1899-08-27,3,3,20948,57.35249829,Lost
86,1/3/1959,House,NY,200,"BECKER, Frank John",B000292,1899-08-27,4,4,21678,59.35112936,Lost
87,1/3/1961,House,NY,200,"BECKER, Frank John",B000292,1899-08-27,5,5,22409,61.35249829,Lost
88,1/3/1963,House,NY,200,"BECKER, Frank John",B000292,1899-08-27,6,6,23139,63.35112936,Lost
66,3/4/1919,Senate,KY,100,"BECKHAM, John Crepps Wickliffe",B000293,1869-08-05,3,3,18107,49.5742642,Missionary
76,1/3/1939,House,TX,100,"BECKWORTH, Lindley Garrison, Sr.",B000296,6/30/1913,1,1,9318,25.51129363,Greatest
77,1/3/1941,House,TX,100,"BECKWORTH, Lindley Garrison, Sr.",B000296,6/30/1913,2,2,10049,27.51266256,Greatest
78,1/3/1943,House,TX,100,"BECKWORTH, Lindley Garrison, Sr.",B000296,6/30/1913,3,3,10779,29.51129363,Greatest
79,1/3/1945,House,TX,100,"BECKWORTH, Lindley Garrison, Sr.",B000296,6/30/1913,4,4,11510,31.51266256,Greatest
80,1/3/1947,House,TX,100,"BECKWORTH, Lindley Garrison, Sr.",B000296,6/30/1913,5,5,12240,33.51129363,Greatest
81,1/3/1949,House,TX,100,"BECKWORTH, Lindley Garrison, Sr.",B000296,6/30/1913,6,6,12971,35.51266256,Greatest
82,1/3/1951,House,TX,100,"BECKWORTH, Lindley Garrison, Sr.",B000296,6/30/1913,7,7,13701,37.51129363,Greatest
85,1/3/1957,House,TX,100,"BECKWORTH, Lindley Garrison, Sr.",B000296,6/30/1913,8,8,15893,43.51266256,Greatest
86,1/3/1959,House,TX,100,"BECKWORTH, Lindley Garrison, Sr.",B000296,6/30/1913,9,9,16623,45.51129363,Greatest
87,1/3/1961,House,TX,100,"BECKWORTH, Lindley Garrison, Sr.",B000296,6/30/1913,10,10,17354,47.51266256,Greatest
88,1/3/1963,House,TX,100,"BECKWORTH, Lindley Garrison, Sr.",B000296,6/30/1913,11,11,18084,49.51129363,Greatest
89,1/3/1965,House,TX,100,"BECKWORTH, Lindley Garrison, Sr.",B000296,6/30/1913,12,12,18815,51.51266256,Greatest
94,1/3/1975,House,IA,100,"BEDELL, Berkley Warren",B000298,3/5/1921,1,1,19662,53.83162218,Greatest
95,1/3/1977,House,IA,100,"BEDELL, Berkley Warren",B000298,3/5/1921,2,2,20393,55.8329911,Greatest
96,1/3/1979,House,IA,100,"BEDELL, Berkley Warren",B000298,3/5/1921,3,3,21123,57.83162218,Greatest
97,1/3/1981,House,IA,100,"BEDELL, Berkley Warren",B000298,3/5/1921,4,4,21854,59.8329911,Greatest
98,1/3/1983,House,IA,100,"BEDELL, Berkley Warren",B000298,3/5/1921,5,5,22584,61.83162218,Greatest
99,1/3/1985,House,IA,100,"BEDELL, Berkley Warren",B000298,3/5/1921,6,6,23315,63.8329911,Greatest
66,3/4/1919,House,TX,100,"BEE, Carlos",B000303,1867-07-08,1,1,18866,51.65229295,Missionary
67,3/4/1921,House,ME,200,"BEEDY, Carroll Lynwood",B000307,1880-08-03,1,1,14822,40.58042437,Missionary
68,3/4/1923,House,ME,200,"BEEDY, Carroll Lynwood",B000307,1880-08-03,2,2,15552,42.57905544,Missionary
69,3/4/1925,House,ME,200,"BEEDY, Carroll Lynwood",B000307,1880-08-03,3,3,16283,44.58042437,Missionary
70,3/4/1927,House,ME,200,"BEEDY, Carroll Lynwood",B000307,1880-08-03,4,4,17013,46.57905544,Missionary
71,3/4/1929,House,ME,200,"BEEDY, Carroll Lynwood",B000307,1880-08-03,5,5,17744,48.58042437,Missionary
72,3/4/1931,House,ME,200,"BEEDY, Carroll Lynwood",B000307,1880-08-03,6,6,18474,50.57905544,Missionary
73,3/4/1933,House,ME,200,"BEEDY, Carroll Lynwood",B000307,1880-08-03,7,7,19205,52.58042437,Missionary
87,1/3/1961,House,NE,200,"BEERMANN, Ralph Frederick",B000310,8/13/1912,1,1,17675,48.39151266,Greatest
88,1/3/1963,House,NE,200,"BEERMANN, Ralph Frederick",B000310,8/13/1912,2,2,18405,50.39014374,Greatest
68,3/4/1923,House,PA,200,"BEERS, Edward McMath",B000312,1877-05-27,1,1,16716,45.76591376,Missionary
69,3/4/1925,House,PA,200,"BEERS, Edward McMath",B000312,1877-05-27,2,2,17447,47.76728268,Missionary
70,3/4/1927,House,PA,200,"BEERS, Edward McMath",B000312,1877-05-27,3,3,18177,49.76591376,Missionary
71,3/4/1929,House,PA,200,"BEERS, Edward McMath",B000312,1877-05-27,4,4,18908,51.76728268,Missionary
72,3/4/1931,House,PA,200,"BEERS, Edward McMath",B000312,1877-05-27,5,5,19638,53.76591376,Missionary
66,3/4/1919,House,OH,200,"BEGG, James Thomas",B000314,1877-02-16,1,1,15355,42.03969884,Missionary
67,3/4/1921,House,OH,200,"BEGG, James Thomas",B000314,1877-02-16,2,2,16086,44.04106776,Missionary
68,3/4/1923,House,OH,200,"BEGG, James Thomas",B000314,1877-02-16,3,3,16816,46.03969884,Missionary
69,3/4/1925,House,OH,200,"BEGG, James Thomas",B000314,1877-02-16,4,4,17547,48.04106776,Missionary
70,3/4/1927,House,OH,200,"BEGG, James Thomas",B000314,1877-02-16,5,5,18277,50.03969884,Missionary
92,1/3/1971,House,AK,100,"BEGICH, Nicholas Joseph",B000315,4/6/1932,1,1,14151,38.74332649,Silent
95,1/3/1977,House,CA,100,"BEILENSON, Anthony Charles",B000318,10/26/1932,1,1,16140,44.1889117,Silent
96,1/3/1979,House,CA,100,"BEILENSON, Anthony Charles",B000318,10/26/1932,2,2,16870,46.18754278,Silent
97,1/3/1981,House,CA,100,"BEILENSON, Anthony Charles",B000318,10/26/1932,3,3,17601,48.1889117,Silent
98,1/3/1983,House,CA,100,"BEILENSON, Anthony Charles",B000318,10/26/1932,4,4,18331,50.18754278,Silent
99,1/3/1985,House,CA,100,"BEILENSON, Anthony Charles",B000318,10/26/1932,5,5,19062,52.1889117,Silent
100,1/3/1987,House,CA,100,"BEILENSON, Anthony Charles",B000318,10/26/1932,6,6,19792,54.18754278,Silent
101,1/3/1989,House,CA,100,"BEILENSON, Anthony Charles",B000318,10/26/1932,7,7,20523,56.1889117,Silent
102,1/3/1991,House,CA,100,"BEILENSON, Anthony Charles",B000318,10/26/1932,8,8,21253,58.18754278,Silent
103,1/3/1993,House,CA,100,"BEILENSON, Anthony Charles",B000318,10/26/1932,9,9,21984,60.1889117,Silent
104,1/3/1995,House,CA,100,"BEILENSON, Anthony Charles",B000318,10/26/1932,10,10,22714,62.18754278,Silent
73,3/4/1933,House,NY,100,"BEITER, Alfred Florian",B000320,1894-07-07,1,1,14119,38.65571526,Lost
74,1/3/1935,House,NY,100,"BEITER, Alfred Florian",B000320,1894-07-07,2,2,14789,40.49007529,Lost
75,1/3/1937,House,NY,100,"BEITER, Alfred Florian",B000320,1894-07-07,3,3,15520,42.49144422,Lost
77,1/3/1941,House,NY,100,"BEITER, Alfred Florian",B000320,1894-07-07,4,4,16981,46.49144422,Lost
82,1/3/1951,House,OK,200,"BELCHER, Page Henry",B000323,1899-04-21,1,1,18884,51.70157426,Lost
83,1/3/1953,House,OK,200,"BELCHER, Page Henry",B000323,1899-04-21,2,2,19615,53.70294319,Lost
84,1/3/1955,House,OK,200,"BELCHER, Page Henry",B000323,1899-04-21,3,3,20345,55.70157426,Lost
85,1/3/1957,House,OK,200,"BELCHER, Page Henry",B000323,1899-04-21,4,4,21076,57.70294319,Lost
86,1/3/1959,House,OK,200,"BELCHER, Page Henry",B000323,1899-04-21,5,5,21806,59.70157426,Lost
87,1/3/1961,House,OK,200,"BELCHER, Page Henry",B000323,1899-04-21,6,6,22537,61.70294319,Lost
88,1/3/1963,House,OK,200,"BELCHER, Page Henry",B000323,1899-04-21,7,7,23267,63.70157426,Lost
89,1/3/1965,House,OK,200,"BELCHER, Page Henry",B000323,1899-04-21,8,8,23998,65.70294319,Lost
90,1/3/1967,House,OK,200,"BELCHER, Page Henry",B000323,1899-04-21,9,9,24728,67.70157426,Lost
91,1/3/1969,House,OK,200,"BELCHER, Page Henry",B000323,1899-04-21,10,10,25459,69.70294319,Lost
92,1/3/1971,House,OK,200,"BELCHER, Page Henry",B000323,1899-04-21,11,11,26189,71.70157426,Lost
87,1/3/1961,House,CA,200,"BELL, Alphonzo",B000330,9/19/1914,1,1,16908,46.29158111,Greatest
88,1/3/1963,House,CA,200,"BELL, Alphonzo",B000330,9/19/1914,2,2,17638,48.29021218,Greatest
89,1/3/1965,House,CA,200,"BELL, Alphonzo",B000330,9/19/1914,3,3,18369,50.29158111,Greatest
90,1/3/1967,House,CA,200,"BELL, Alphonzo",B000330,9/19/1914,4,4,19099,52.29021218,Greatest
91,1/3/1969,House,CA,200,"BELL, Alphonzo",B000330,9/19/1914,5,5,19830,54.29158111,Greatest
92,1/3/1971,House,CA,200,"BELL, Alphonzo",B000330,9/19/1914,6,6,20560,56.29021218,Greatest
93,1/3/1973,House,CA,200,"BELL, Alphonzo",B000330,9/19/1914,7,7,21291,58.29158111,Greatest
94,1/3/1975,House,CA,200,"BELL, Alphonzo",B000330,9/19/1914,8,8,22021,60.29021218,Greatest
74,1/3/1935,House,MO,100,"BELL, Charles Jasper",B000332,1885-01-16,1,1,18248,49.96030116,Lost
75,1/3/1937,House,MO,100,"BELL, Charles Jasper",B000332,1885-01-16,2,2,18979,51.96167009,Lost
76,1/3/1939,House,MO,100,"BELL, Charles Jasper",B000332,1885-01-16,3,3,19709,53.96030116,Lost
77,1/3/1941,House,MO,100,"BELL, Charles Jasper",B000332,1885-01-16,4,4,20440,55.96167009,Lost
78,1/3/1943,House,MO,100,"BELL, Charles Jasper",B000332,1885-01-16,5,5,21170,57.96030116,Lost
79,1/3/1945,House,MO,100,"BELL, Charles Jasper",B000332,1885-01-16,6,6,21901,59.96167009,Lost
80,1/3/1947,House,MO,100,"BELL, Charles Jasper",B000332,1885-01-16,7,7,22631,61.96030116,Lost
84,1/3/1955,House,TX,100,"BELL, John Junior",B000342,5/15/1910,1,1,16304,44.63791923,Greatest
66,3/4/1919,House,GA,100,"BELL, Thomas Montgomery",B000348,1861-03-17,8,8,21170,57.96030116,Missionary
67,3/4/1921,House,GA,100,"BELL, Thomas Montgomery",B000348,1861-03-17,9,9,21901,59.96167009,Missionary
68,3/4/1923,House,GA,100,"BELL, Thomas Montgomery",B000348,1861-03-17,10,10,22631,61.96030116,Missionary
69,3/4/1925,House,GA,100,"BELL, Thomas Montgomery",B000348,1861-03-17,11,11,23362,63.96167009,Missionary
70,3/4/1927,House,GA,100,"BELL, Thomas Montgomery",B000348,1861-03-17,12,12,24092,65.96030116,Missionary
71,3/4/1929,House,GA,100,"BELL, Thomas Montgomery",B000348,1861-03-17,13,13,24823,67.96167009,Missionary
91,1/3/1969,Senate,OK,200,"BELLMON, Henry Louis",B000351,9/3/1921,1,1,17289,47.33470226,Greatest
92,1/3/1971,Senate,OK,200,"BELLMON, Henry Louis",B000351,9/3/1921,2,2,18019,49.33333333,Greatest
93,1/3/1973,Senate,OK,200,"BELLMON, Henry Louis",B000351,9/3/1921,3,3,18750,51.33470226,Greatest
94,1/3/1975,Senate,OK,200,"BELLMON, Henry Louis",B000351,9/3/1921,4,4,19480,53.33333333,Greatest
95,1/3/1977,Senate,OK,200,"BELLMON, Henry Louis",B000351,9/3/1921,5,5,20211,55.33470226,Greatest
96,1/3/1979,Senate,OK,200,"BELLMON, Henry Louis",B000351,9/3/1921,6,6,20941,57.33333333,Greatest
76,1/3/1939,House,OH,200,"BENDER, George Harrison",B000356,1896-09-29,1,1,15435,42.2587269,Lost
77,1/3/1941,House,OH,200,"BENDER, George Harrison",B000356,1896-09-29,2,2,16166,44.26009582,Lost
78,1/3/1943,House,OH,200,"BENDER, George Harrison",B000356,1896-09-29,3,3,16896,46.2587269,Lost
79,1/3/1945,House,OH,200,"BENDER, George Harrison",B000356,1896-09-29,4,4,17627,48.26009582,Lost
80,1/3/1947,House,OH,200,"BENDER, George Harrison",B000356,1896-09-29,5,5,18357,50.2587269,Lost
82,1/3/1951,House,OH,200,"BENDER, George Harrison",B000356,1896-09-29,6,6,19818,54.2587269,Lost
83,1/3/1953,House,OH,200,"BENDER, George Harrison",B000356,1896-09-29,7,7,20549,56.26009582,Lost
84,1/3/1955,Senate,OH,200,"BENDER, George Harrison",B000356,1896-09-29,8,1,21279,58.2587269,Lost
97,1/3/1981,House,WV,200,"BENEDICT, Cleveland Keith",B000358,3/21/1935,1,1,16725,45.79055441,Silent
66,3/4/1919,House,IN,200,"BENHAM, John Samuel",B000361,1863-10-24,1,1,20219,55.35660507,Missionary
67,3/4/1921,House,IN,200,"BENHAM, John Samuel",B000361,1863-10-24,2,2,20950,57.35797399,Missionary
95,1/3/1977,House,IN,100,"BENJAMIN, Adam, Jr.",B000363,8/6/1935,1,1,15126,41.41273101,Silent
96,1/3/1979,House,IN,100,"BENJAMIN, Adam, Jr.",B000363,8/6/1935,2,2,15856,43.41136208,Silent
97,1/3/1981,House,IN,100,"BENJAMIN, Adam, Jr.",B000363,8/6/1935,3,3,16587,45.41273101,Silent
79,1/3/1945,House,NY,200,"BENNET, Augustus Witschief",B000367,1897-10-07,1,1,17254,47.23887748,Lost
81,1/3/1949,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,1,1,13912,38.08898015,Greatest
82,1/3/1951,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,2,2,14642,40.08761123,Greatest
83,1/3/1953,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,3,3,15373,42.08898015,Greatest
84,1/3/1955,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,4,4,16103,44.08761123,Greatest
85,1/3/1957,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,5,5,16834,46.08898015,Greatest
86,1/3/1959,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,6,6,17564,48.08761123,Greatest
87,1/3/1961,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,7,7,18295,50.08898015,Greatest
88,1/3/1963,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,8,8,19025,52.08761123,Greatest
89,1/3/1965,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,9,9,19756,54.08898015,Greatest
90,1/3/1967,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,10,10,20486,56.08761123,Greatest
91,1/3/1969,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,11,11,21217,58.08898015,Greatest
92,1/3/1971,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,12,12,21947,60.08761123,Greatest
93,1/3/1973,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,13,13,22678,62.08898015,Greatest
94,1/3/1975,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,14,14,23408,64.08761123,Greatest
95,1/3/1977,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,15,15,24139,66.08898015,Greatest
96,1/3/1979,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,16,16,24869,68.08761123,Greatest
97,1/3/1981,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,17,17,25600,70.08898015,Greatest
98,1/3/1983,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,18,18,26330,72.08761123,Greatest
99,1/3/1985,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,19,19,27061,74.08898015,Greatest
100,1/3/1987,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,20,20,27791,76.08761123,Greatest
101,1/3/1989,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,21,21,28522,78.08898015,Greatest
102,1/3/1991,House,FL,100,"BENNETT, Charles Edward",B000371,12/2/1910,22,22,29252,80.08761123,Greatest
78,1/3/1943,House,MI,200,"BENNETT, John Bonifas",B000377,1/10/1904,1,1,14238,38.98151951,Greatest
80,1/3/1947,House,MI,200,"BENNETT, John Bonifas",B000377,1/10/1904,2,2,15699,42.98151951,Greatest
81,1/3/1949,House,MI,200,"BENNETT, John Bonifas",B000377,1/10/1904,3,3,16430,44.98288843,Greatest
82,1/3/1951,House,MI,200,"BENNETT, John Bonifas",B000377,1/10/1904,4,4,17160,46.98151951,Greatest
83,1/3/1953,House,MI,200,"BENNETT, John Bonifas",B000377,1/10/1904,5,5,17891,48.98288843,Greatest
84,1/3/1955,House,MI,200,"BENNETT, John Bonifas",B000377,1/10/1904,6,6,18621,50.98151951,Greatest
85,1/3/1957,House,MI,200,"BENNETT, John Bonifas",B000377,1/10/1904,7,7,19352,52.98288843,Greatest
86,1/3/1959,House,MI,200,"BENNETT, John Bonifas",B000377,1/10/1904,8,8,20082,54.98151951,Greatest
87,1/3/1961,House,MI,200,"BENNETT, John Bonifas",B000377,1/10/1904,9,9,20813,56.98288843,Greatest
88,1/3/1963,House,MI,200,"BENNETT, John Bonifas",B000377,1/10/1904,10,10,21543,58.98151951,Greatest
78,1/3/1943,House,MO,200,"BENNETT, Marion Tinsley",B000379,6/6/1914,1,1,10438,28.57768652,Greatest
79,1/3/1945,House,MO,200,"BENNETT, Marion Tinsley",B000379,6/6/1914,2,2,11169,30.57905544,Greatest
80,1/3/1947,House,MO,200,"BENNETT, Marion Tinsley",B000379,6/6/1914,3,3,11899,32.57768652,Greatest
77,1/3/1941,House,MO,200,"BENNETT, Philip Allen",B000380,1881-03-05,1,1,21853,59.83025325,Missionary
103,1/3/1993,Senate,UT,200,"BENNETT, Robert",B000382,9/18/1933,1,1,21657,59.2936345,Silent
104,1/3/1995,Senate,UT,200,"BENNETT, Robert",B000382,9/18/1933,2,2,22387,61.29226557,Silent
105,1/3/1997,Senate,UT,200,"BENNETT, Robert",B000382,9/18/1933,3,3,23118,63.2936345,Silent
106,1/3/1999,Senate,UT,200,"BENNETT, Robert",B000382,9/18/1933,4,4,23848,65.29226557,Silent
107,1/3/2001,Senate,UT,200,"BENNETT, Robert",B000382,9/18/1933,5,5,24579,67.2936345,Silent
108,1/3/2003,Senate,UT,200,"BENNETT, Robert",B000382,9/18/1933,6,6,25309,69.29226557,Silent
109,1/3/2005,Senate,UT,200,"BENNETT, Robert",B000382,9/18/1933,7,7,26040,71.2936345,Silent
110,1/3/2007,Senate,UT,200,"BENNETT, Robert",B000382,9/18/1933,8,8,26770,73.29226557,Silent
111,1/3/2009,Senate,UT,200,"BENNETT, Robert",B000382,9/18/1933,9,9,27501,75.2936345,Silent
82,1/3/1951,Senate,UT,200,"BENNETT, Wallace Foster",B000384,1898-11-13,1,1,19043,52.13689254,Lost
83,1/3/1953,Senate,UT,200,"BENNETT, Wallace Foster",B000384,1898-11-13,2,2,19774,54.13826146,Lost
84,1/3/1955,Senate,UT,200,"BENNETT, Wallace Foster",B000384,1898-11-13,3,3,20504,56.13689254,Lost
85,1/3/1957,Senate,UT,200,"BENNETT, Wallace Foster",B000384,1898-11-13,4,4,21235,58.13826146,Lost
86,1/3/1959,Senate,UT,200,"BENNETT, Wallace Foster",B000384,1898-11-13,5,5,21965,60.13689254,Lost
87,1/3/1961,Senate,UT,200,"BENNETT, Wallace Foster",B000384,1898-11-13,6,6,22696,62.13826146,Lost
88,1/3/1963,Senate,UT,200,"BENNETT, Wallace Foster",B000384,1898-11-13,7,7,23426,64.13689254,Lost
89,1/3/1965,Senate,UT,200,"BENNETT, Wallace Foster",B000384,1898-11-13,8,8,24157,66.13826146,Lost
90,1/3/1967,Senate,UT,200,"BENNETT, Wallace Foster",B000384,1898-11-13,9,9,24887,68.13689254,Lost
91,1/3/1969,Senate,UT,200,"BENNETT, Wallace Foster",B000384,1898-11-13,10,10,25618,70.13826146,Lost
92,1/3/1971,Senate,UT,200,"BENNETT, Wallace Foster",B000384,1898-11-13,11,11,26348,72.13689254,Lost
93,1/3/1973,Senate,UT,200,"BENNETT, Wallace Foster",B000384,1898-11-13,12,12,27079,74.13826146,Lost
66,3/4/1919,House,MD,100,"BENSON, Carville Dickinson",B000387,1872-08-24,2,2,16992,46.52156057,Missionary
74,1/3/1935,Senate,MN,537,"BENSON, Elmer Austin",B000389,1895-09-22,1,1,14347,39.27994524,Lost
83,1/3/1953,House,MI,200,"BENTLEY, Alvin Morell",B000391,8/30/1918,1,1,12545,34.34633812,Greatest
84,1/3/1955,House,MI,200,"BENTLEY, Alvin Morell",B000391,8/30/1918,2,2,13275,36.3449692,Greatest
85,1/3/1957,House,MI,200,"BENTLEY, Alvin Morell",B000391,8/30/1918,3,3,14006,38.34633812,Greatest
86,1/3/1959,House,MI,200,"BENTLEY, Alvin Morell",B000391,8/30/1918,4,4,14736,40.3449692,Greatest
99,1/3/1985,House,MD,200,"BENTLEY, Helen Delich",B000392,11/28/1923,1,1,22317,61.10061602,Greatest
100,1/3/1987,House,MD,200,"BENTLEY, Helen Delich",B000392,11/28/1923,2,2,23047,63.09924709,Greatest
101,1/3/1989,House,MD,200,"BENTLEY, Helen Delich",B000392,11/28/1923,3,3,23778,65.10061602,Greatest
102,1/3/1991,House,MD,200,"BENTLEY, Helen Delich",B000392,11/28/1923,4,4,24508,67.09924709,Greatest
103,1/3/1993,House,MD,200,"BENTLEY, Helen Delich",B000392,11/28/1923,5,5,25239,69.10061602,Greatest
81,1/3/1949,Senate,CT,100,"BENTON, William",B000399,4/1/1900,1,1,17809,48.75838467,Lost
82,1/3/1951,Senate,CT,100,"BENTON, William",B000399,4/1/1900,2,2,18539,50.75701574,Lost
104,1/3/1995,House,TX,100,"BENTSEN, Kenneth E., Jr.",B000400,6/3/1959,1,1,12998,35.58658453,Boomers
105,1/3/1997,House,TX,100,"BENTSEN, Kenneth E., Jr.",B000400,6/3/1959,2,2,13729,37.58795346,Boomers
106,1/3/1999,House,TX,100,"BENTSEN, Kenneth E., Jr.",B000400,6/3/1959,3,3,14459,39.58658453,Boomers
107,1/3/2001,House,TX,100,"BENTSEN, Kenneth E., Jr.",B000400,6/3/1959,4,4,15190,41.58795346,Boomers
80,1/3/1947,House,TX,100,"BENTSEN, Lloyd Millard, Jr.",B000401,2/11/1921,1,1,9457,25.89185489,Greatest
